image_id,x_1,y_1,width,height
092806.jpg,73,68,161,223
092826.jpg,55,44,78,108
092829.jpg,11,49,151,209
092839.jpg,183,35,94,130
092845.jpg,104,100,216,299
092857.jpg,317,190,286,396
092858.jpg,58,48,159,220
092862.jpg,229,133,296,410
092868.jpg,160,91,231,320
092878.jpg,100,76,187,259
092898.jpg,125,57,161,223
092930.jpg,146,56,213,295
092931.jpg,102,85,94,130
092958.jpg,127,126,198,274
093004.jpg,84,42,107,148
093030.jpg,75,47,112,155
093046.jpg,96,7,237,328
093081.jpg,274,79,138,191
093101.jpg,71,50,94,130
093112.jpg,212,84,252,349
093116.jpg,366,67,244,338
093136.jpg,36,25,109,151
093143.jpg,162,224,374,518
093164.jpg,136,1,263,364
093166.jpg,82,86,213,295
093200.jpg,51,49,159,220
093209.jpg,140,60,143,198
093211.jpg,76,99,198,274
093227.jpg,95,73,148,205
093235.jpg,226,93,127,176
093247.jpg,270,248,1175,1627
093248.jpg,111,51,148,205
093263.jpg,400,30,94,130
093272.jpg,92,28,94,130
093288.jpg,74,56,231,320
093311.jpg,481,159,426,590
093320.jpg,111,102,211,292
093330.jpg,84,41,73,101
093382.jpg,259,31,213,295
093384.jpg,62,47,117,162
093397.jpg,77,34,47,65
093421.jpg,152,115,229,317
093446.jpg,118,98,156,216
093457.jpg,262,231,278,385
093464.jpg,63,52,117,162
093466.jpg,44,59,195,270
093513.jpg,82,48,117,162
093564.jpg,24,42,221,274
093567.jpg,35,56,169,228
093618.jpg,45,29,109,151
093650.jpg,132,135,96,133
093665.jpg,73,24,73,101
093674.jpg,90,73,190,263
093710.jpg,46,75,166,230
093719.jpg,48,26,120,166
093757.jpg,62,46,140,194
093792.jpg,80,59,224,299
093794.jpg,304,63,101,140
093828.jpg,125,66,195,270
093849.jpg,314,158,302,418
093874.jpg,77,46,138,191
093878.jpg,137,34,65,90
093883.jpg,696,95,263,364
093896.jpg,47,83,491,680
093897.jpg,344,8,49,68
093900.jpg,312,122,218,302
093904.jpg,163,35,408,565
093907.jpg,27,17,159,195
093916.jpg,131,52,156,216
093924.jpg,48,40,174,241
093953.jpg,101,102,226,297
093966.jpg,114,105,153,212
093975.jpg,60,19,86,119
093984.jpg,109,195,465,644
093987.jpg,160,36,127,176
094004.jpg,8,25,127,172
094008.jpg,137,94,135,187
094063.jpg,256,32,127,176
094064.jpg,102,20,104,144
094119.jpg,65,69,153,212
094149.jpg,321,137,70,97
094177.jpg,1606,282,952,1318
094203.jpg,194,69,96,133
094222.jpg,265,118,177,245
094239.jpg,166,84,99,137
094278.jpg,226,24,148,205
094353.jpg,197,39,83,115
094375.jpg,99,88,153,212
094390.jpg,165,168,317,439
094415.jpg,258,55,161,223
094447.jpg,79,92,190,263
094467.jpg,80,66,203,281
094518.jpg,120,77,187,259
094526.jpg,97,81,166,230
094538.jpg,78,74,153,212
094605.jpg,254,105,55,76
094644.jpg,151,56,130,180
094651.jpg,223,106,247,342
094666.jpg,179,6,156,216
094699.jpg,259,199,268,371
094703.jpg,24,40,164,227
094713.jpg,135,31,127,176
094714.jpg,172,31,205,284
094721.jpg,125,116,198,274
094727.jpg,96,28,83,115
094733.jpg,788,148,164,227
094746.jpg,132,33,125,173
094749.jpg,102,61,242,335
094765.jpg,125,72,104,144
094768.jpg,148,89,161,223
094811.jpg,88,28,104,144
094841.jpg,107,51,213,295
094847.jpg,116,60,216,299
094868.jpg,96,129,143,198
094917.jpg,119,148,187,259
094928.jpg,233,17,125,173
094955.jpg,135,91,252,349
094962.jpg,133,78,169,233
094994.jpg,111,48,185,256
095012.jpg,125,120,159,220
095034.jpg,235,19,101,140
095049.jpg,39,54,177,245
095050.jpg,463,500,998,1382
095074.jpg,131,77,203,281
095147.jpg,155,76,325,450
095191.jpg,211,101,252,349
095238.jpg,619,275,203,281
095243.jpg,139,93,185,256
095249.jpg,284,267,320,443
095275.jpg,47,69,205,284
095277.jpg,93,18,138,191
095279.jpg,151,7,96,133
095281.jpg,82,64,114,134
095297.jpg,60,45,151,209
095359.jpg,75,37,107,148
095423.jpg,79,92,211,292
095428.jpg,181,87,182,252
095508.jpg,116,114,512,709
095569.jpg,257,38,127,176
095585.jpg,132,68,143,198
095590.jpg,103,52,140,194
095606.jpg,161,114,322,446
095616.jpg,306,34,166,230
095619.jpg,44,46,52,72
095633.jpg,127,64,130,180
095650.jpg,45,22,102,144
095692.jpg,355,198,159,220
095696.jpg,18,42,231,291
095703.jpg,45,56,185,256
095704.jpg,107,23,83,115
095723.jpg,139,96,252,349
095733.jpg,92,37,91,126
095758.jpg,87,74,211,292
095813.jpg,84,21,70,97
095837.jpg,129,32,117,162
095866.jpg,15,76,138,191
095874.jpg,49,73,179,248
095911.jpg,84,61,224,310
095916.jpg,145,70,83,115
095919.jpg,42,109,151,208
095922.jpg,81,28,73,101
095967.jpg,187,12,143,198
095969.jpg,94,66,200,277
095979.jpg,485,300,507,702
095980.jpg,755,572,577,799
095982.jpg,115,70,242,335
096018.jpg,146,39,112,155
096031.jpg,240,17,133,184
096043.jpg,259,11,177,245
096059.jpg,448,383,1123,1555
096060.jpg,196,65,91,126
096099.jpg,155,57,185,256
096120.jpg,104,113,205,284
096127.jpg,139,89,70,97
096128.jpg,50,69,125,173
096134.jpg,47,69,140,194
096187.jpg,351,224,458,634
096201.jpg,112,73,263,364
096245.jpg,82,58,190,263
096246.jpg,369,230,263,364
096271.jpg,743,182,333,461
096305.jpg,113,102,200,277
096324.jpg,108,83,133,184
096385.jpg,102,122,203,281
096428.jpg,87,26,166,230
096437.jpg,39,50,187,259
096476.jpg,121,44,81,112
096508.jpg,144,114,195,270
096523.jpg,83,134,198,274
096531.jpg,14,50,153,212
096553.jpg,147,81,315,436
096554.jpg,75,29,83,115
096559.jpg,126,103,122,169
096590.jpg,46,58,88,122
096628.jpg,118,52,86,119
096631.jpg,389,129,289,400
096704.jpg,143,74,135,187
096708.jpg,100,101,130,180
096745.jpg,124,62,218,302
096770.jpg,107,80,268,371
096780.jpg,118,61,172,238
096785.jpg,133,207,283,392
096831.jpg,11,58,159,220
096918.jpg,228,93,127,176
096925.jpg,244,124,390,540
096944.jpg,36,74,135,187
096967.jpg,78,129,151,209
096983.jpg,71,113,276,382
096986.jpg,210,37,216,299
096993.jpg,60,61,218,302
097028.jpg,71,80,234,324
097057.jpg,243,33,153,212
097069.jpg,195,78,174,241
097070.jpg,134,66,146,202
097115.jpg,165,77,120,166
097137.jpg,135,58,122,169
097154.jpg,113,84,177,245
097214.jpg,138,66,185,260
097240.jpg,48,43,81,112
097266.jpg,155,23,260,349
097284.jpg,112,83,120,166
097305.jpg,679,65,224,310
097313.jpg,628,164,229,317
097317.jpg,547,734,1417,1962
097318.jpg,84,18,139,198
097321.jpg,93,67,101,140
097365.jpg,75,118,218,302
097367.jpg,66,66,231,320
097376.jpg,109,106,312,432
097415.jpg,565,76,252,349
097447.jpg,84,47,99,137
097485.jpg,133,30,86,119
097490.jpg,67,69,68,94
097507.jpg,146,49,122,169
097515.jpg,180,92,148,205
097517.jpg,117,60,187,259
097520.jpg,77,109,138,191
097523.jpg,202,79,185,256
097527.jpg,114,44,78,108
097565.jpg,96,66,205,284
097575.jpg,229,80,182,252
097576.jpg,214,92,112,155
097577.jpg,143,90,198,274
097578.jpg,103,69,125,173
097590.jpg,202,24,159,220
097593.jpg,50,55,114,158
097655.jpg,33,63,216,299
097671.jpg,38,64,138,191
097736.jpg,136,36,39,54
097778.jpg,72,48,114,158
097782.jpg,130,67,172,238
097787.jpg,31,81,239,331
097796.jpg,144,83,203,281
097867.jpg,168,143,237,328
097897.jpg,99,25,88,122
097903.jpg,119,65,122,169
097927.jpg,243,26,156,216
097944.jpg,161,41,200,277
097957.jpg,133,80,169,234
098009.jpg,198,68,99,137
098038.jpg,98,81,138,191
098041.jpg,153,69,190,263
098042.jpg,52,90,96,133
098046.jpg,50,39,101,140
098048.jpg,4,63,185,256
098058.jpg,85,99,172,238
098114.jpg,97,85,253,389
098153.jpg,98,51,104,144
098157.jpg,157,106,94,130
098161.jpg,106,62,122,169
098243.jpg,191,59,172,238
098248.jpg,67,60,148,205
098260.jpg,77,29,133,184
098276.jpg,208,45,101,140
098287.jpg,122,99,198,274
098288.jpg,1278,143,208,288
098289.jpg,267,51,190,263
098291.jpg,81,96,185,256
098293.jpg,138,106,164,227
098315.jpg,53,56,216,299
098386.jpg,212,35,151,209
098414.jpg,39,88,200,277
098420.jpg,56,5,135,187
098435.jpg,40,22,122,169
098447.jpg,688,104,187,259
098452.jpg,86,93,200,277
098456.jpg,262,10,101,140
098468.jpg,59,23,172,238
098501.jpg,32,59,229,317
098519.jpg,32,75,205,284
098537.jpg,117,62,130,180
098562.jpg,5,43,135,187
098594.jpg,121,37,135,187
098657.jpg,194,74,99,137
098659.jpg,35,13,166,230
098667.jpg,248,30,143,198
098673.jpg,70,41,99,137
098674.jpg,127,83,169,234
098697.jpg,63,39,88,122
098702.jpg,137,74,216,299
098710.jpg,168,40,96,133
098746.jpg,34,117,309,380
098747.jpg,137,78,224,310
098753.jpg,121,99,185,256
098788.jpg,57,29,101,140
098789.jpg,81,122,138,191
098791.jpg,98,74,127,256
098793.jpg,62,51,78,108
098846.jpg,39,23,290,432
098870.jpg,117,43,86,119
098901.jpg,40,76,156,216
098905.jpg,138,61,94,130
098910.jpg,375,42,335,464
098918.jpg,351,103,281,389
098924.jpg,129,93,213,295
098945.jpg,387,373,497,688
098957.jpg,126,59,208,288
098959.jpg,98,28,127,176
098962.jpg,59,35,68,94
098973.jpg,76,48,164,227
098992.jpg,175,110,283,392
098993.jpg,145,65,161,223
099005.jpg,91,63,211,292
099014.jpg,141,59,208,288
099015.jpg,212,181,122,169
099029.jpg,133,46,81,112
099042.jpg,602,85,367,508
099051.jpg,617,118,658,911
099056.jpg,354,125,348,482
099069.jpg,91,78,192,266
099166.jpg,192,54,120,166
099174.jpg,61,79,255,353
099207.jpg,52,20,299,414
099269.jpg,972,160,515,713
099288.jpg,79,23,164,227
099303.jpg,270,118,190,263
099335.jpg,228,119,166,230
099354.jpg,63,154,205,284
099382.jpg,38,89,242,335
099388.jpg,352,168,325,450
099429.jpg,162,39,49,68
099439.jpg,109,46,109,151
099469.jpg,270,56,120,166
099478.jpg,366,82,289,400
099485.jpg,111,60,99,137
099491.jpg,60,118,161,223
099493.jpg,155,121,109,151
099494.jpg,108,42,109,151
099520.jpg,314,21,237,328
099559.jpg,841,92,239,331
099560.jpg,113,103,208,288
099562.jpg,78,82,221,306
099570.jpg,174,21,130,180
099573.jpg,108,4,283,392
099585.jpg,195,15,81,112
099636.jpg,64,81,101,140
099659.jpg,162,65,96,133
099664.jpg,82,114,135,187
099720.jpg,90,60,187,259
099722.jpg,74,69,166,230
099724.jpg,146,59,130,180
099753.jpg,508,316,205,284
099756.jpg,675,53,616,853
099779.jpg,112,109,114,158
099784.jpg,33,15,107,148
099796.jpg,201,79,138,191
099805.jpg,164,77,172,238
099819.jpg,37,47,109,151
099827.jpg,74,91,151,209
099853.jpg,183,56,138,191
099855.jpg,98,85,138,191
099913.jpg,56,52,83,115
099923.jpg,512,203,224,310
099960.jpg,293,148,148,205
099966.jpg,314,38,156,216
099968.jpg,60,89,192,266
099979.jpg,303,46,114,158
100030.jpg,34,44,120,166
100061.jpg,79,111,125,173
100063.jpg,227,362,348,482
100096.jpg,253,244,198,274
100152.jpg,35,30,96,133
100213.jpg,413,1,723,1001
100217.jpg,55,31,73,101
100240.jpg,118,28,161,223
100243.jpg,102,92,195,270
100256.jpg,13,23,164,227
100269.jpg,116,55,169,234
100286.jpg,124,105,156,216
100293.jpg,132,168,187,259
100342.jpg,245,192,224,310
100354.jpg,75,44,104,144
100364.jpg,1,78,281,389
100397.jpg,86,41,166,230
100414.jpg,63,36,57,79
100463.jpg,204,46,257,356
100471.jpg,50,70,135,187
100496.jpg,113,59,94,130
100501.jpg,139,72,125,173
100539.jpg,160,17,125,173
100551.jpg,70,30,138,191
100564.jpg,103,97,174,241
100577.jpg,169,16,278,385
100583.jpg,40,56,283,392
100593.jpg,95,101,237,328
100596.jpg,151,94,96,133
100608.jpg,80,113,229,317
100621.jpg,125,86,166,230
100693.jpg,166,78,331,419
100794.jpg,72,54,218,302
100814.jpg,64,37,108,151
100842.jpg,129,61,179,248
100885.jpg,137,106,187,259
100913.jpg,107,82,182,252
100935.jpg,180,76,109,151
100953.jpg,153,4,166,227
100960.jpg,48,38,91,126
100970.jpg,620,131,164,227
100972.jpg,25,96,257,356
100979.jpg,173,50,177,245
100980.jpg,1,83,244,280
100995.jpg,62,132,172,238
101021.jpg,66,73,198,274
101048.jpg,65,68,208,288
101057.jpg,122,10,133,184
101065.jpg,38,29,125,173
101071.jpg,685,320,304,421
101098.jpg,104,75,143,198
101099.jpg,412,278,122,169
101155.jpg,71,107,151,209
101177.jpg,143,131,135,187
101178.jpg,94,43,88,122
101201.jpg,33,42,86,119
101210.jpg,132,74,127,176
101243.jpg,144,88,242,335
101253.jpg,204,48,107,148
101274.jpg,106,32,75,104
101279.jpg,72,55,94,130
101307.jpg,167,70,364,504
101320.jpg,94,66,151,209
101415.jpg,65,107,187,259
101488.jpg,94,74,146,202
101495.jpg,129,38,81,112
101508.jpg,89,209,673,932
101521.jpg,101,6,211,292
101530.jpg,233,91,146,202
101587.jpg,96,46,161,223
101652.jpg,49,98,164,227
101669.jpg,117,61,153,212
101677.jpg,78,47,161,223
101690.jpg,119,167,463,641
101700.jpg,400,285,559,774
101753.jpg,134,125,273,334
101762.jpg,64,89,231,320
101780.jpg,247,107,192,266
101815.jpg,76,137,159,220
101821.jpg,119,105,198,274
101829.jpg,54,122,265,367
101834.jpg,246,62,101,140
101879.jpg,73,75,166,230
101908.jpg,101,56,156,216
101919.jpg,56,158,416,576
101932.jpg,65,77,156,216
101985.jpg,75,52,65,90
101990.jpg,67,21,91,126
102023.jpg,727,115,213,295
102037.jpg,210,98,270,399
102057.jpg,30,102,218,302
102086.jpg,486,95,107,148
102107.jpg,12,16,112,150
102109.jpg,527,194,203,281
102169.jpg,485,146,382,529
102171.jpg,130,98,208,288
102189.jpg,67,44,99,137
102198.jpg,78,55,117,162
102203.jpg,173,65,70,97
102210.jpg,39,64,205,284
102217.jpg,96,90,130,180
102226.jpg,312,298,905,1253
102244.jpg,105,95,135,187
102289.jpg,110,78,143,198
102297.jpg,36,30,169,225
102350.jpg,226,90,213,295
102400.jpg,8,20,78,108
102406.jpg,20,100,372,515
102419.jpg,48,31,117,162
102427.jpg,347,351,424,587
102439.jpg,135,109,169,234
102455.jpg,450,183,94,130
102475.jpg,256,176,432,598
102485.jpg,45,18,60,83
102493.jpg,34,60,101,140
102495.jpg,202,126,101,140
102514.jpg,84,36,153,212
102542.jpg,145,78,198,274
102557.jpg,72,66,174,241
102570.jpg,226,111,122,169
102598.jpg,48,30,70,97
102601.jpg,222,51,96,133
102605.jpg,90,6,83,115
102623.jpg,268,16,96,133
102637.jpg,585,552,1186,1642
102647.jpg,95,68,96,133
102651.jpg,256,96,83,115
102659.jpg,65,57,117,162
102661.jpg,278,53,153,212
102699.jpg,107,24,73,101
102710.jpg,55,90,169,234
102746.jpg,111,87,244,338
102779.jpg,39,62,140,186
102784.jpg,93,38,49,68
102788.jpg,88,34,99,137
102789.jpg,804,445,437,605
102806.jpg,55,108,218,302
102818.jpg,156,60,114,158
102836.jpg,52,28,70,97
102846.jpg,112,96,263,364
102859.jpg,88,101,322,387
102870.jpg,148,44,244,338
102902.jpg,288,1,190,263
102911.jpg,144,43,230,346
102987.jpg,90,89,195,270
103009.jpg,58,43,159,197
103065.jpg,82,117,208,288
103082.jpg,159,42,205,284
103089.jpg,376,218,185,256
103101.jpg,111,82,156,216
103104.jpg,338,129,359,497
103138.jpg,271,44,151,209
103146.jpg,118,76,91,126
103157.jpg,146,91,148,205
103170.jpg,448,77,270,374
103187.jpg,449,60,273,378
103195.jpg,98,97,104,144
103203.jpg,92,58,192,266
103241.jpg,48,44,140,194
103303.jpg,15,36,140,193
103309.jpg,73,49,107,148
103324.jpg,308,21,135,187
103325.jpg,45,61,99,137
103327.jpg,208,83,114,158
103344.jpg,113,94,203,281
103354.jpg,52,28,70,97
103378.jpg,92,93,190,263
103413.jpg,72,62,120,166
103435.jpg,61,22,117,162
103444.jpg,219,158,341,472
103473.jpg,131,80,117,162
103478.jpg,93,45,271,396
103491.jpg,113,159,273,378
103557.jpg,171,47,73,101
103564.jpg,215,85,135,187
103569.jpg,30,25,70,97
103606.jpg,86,136,73,101
103614.jpg,79,37,179,248
103653.jpg,62,34,177,245
103658.jpg,208,100,159,220
103717.jpg,106,39,86,119
103731.jpg,162,86,104,144
103744.jpg,282,56,208,288
103751.jpg,238,122,135,187
103768.jpg,58,51,211,292
103769.jpg,6,88,250,328
103801.jpg,539,322,749,1037
103826.jpg,90,82,382,515
103885.jpg,78,71,159,220
103902.jpg,175,44,140,194
103923.jpg,77,72,211,292
103931.jpg,81,54,234,324
103964.jpg,235,111,208,288
104021.jpg,9,17,263,364
104028.jpg,40,30,159,220
104065.jpg,76,41,78,108
104097.jpg,92,65,130,180
104114.jpg,163,102,416,576
104123.jpg,143,57,86,119
104150.jpg,135,113,226,313
104165.jpg,470,381,975,1350
104167.jpg,114,49,413,572
104233.jpg,201,180,234,324
104249.jpg,115,62,120,166
104341.jpg,166,42,192,266
104368.jpg,8,1,589,771
104418.jpg,139,85,309,428
104421.jpg,270,246,101,140
104427.jpg,205,47,91,126
104433.jpg,398,524,250,346
104478.jpg,248,131,354,490
104479.jpg,144,29,166,230
104494.jpg,133,59,166,230
104510.jpg,154,53,91,126
104646.jpg,129,38,198,274
104647.jpg,157,59,148,205
104653.jpg,52,58,216,299
104668.jpg,172,100,177,245
104672.jpg,45,155,471,641
104676.jpg,42,29,81,112
104684.jpg,33,16,164,227
104697.jpg,85,39,75,104
104701.jpg,82,58,130,180
104705.jpg,114,58,120,166
104732.jpg,137,49,104,144
104741.jpg,72,97,140,194
104826.jpg,4,38,205,284
104850.jpg,64,29,150,204
104852.jpg,409,108,244,338
104892.jpg,52,81,107,148
104894.jpg,71,19,114,158
104904.jpg,125,38,127,176
104932.jpg,160,95,127,176
104948.jpg,91,40,186,266
104978.jpg,116,62,125,173
105002.jpg,70,73,122,169
105096.jpg,82,51,117,162
105118.jpg,146,85,218,302
105124.jpg,130,54,101,140
105154.jpg,72,91,208,288
105167.jpg,168,38,242,335
105168.jpg,38,128,278,385
105181.jpg,136,74,161,223
105201.jpg,73,100,169,234
105255.jpg,68,94,185,256
105265.jpg,77,82,114,158
105308.jpg,208,30,68,94
105313.jpg,48,43,148,205
105333.jpg,65,76,234,324
105352.jpg,67,31,135,187
105405.jpg,21,69,177,245
105407.jpg,23,47,114,166
105413.jpg,291,168,520,720
105415.jpg,261,109,315,436
105424.jpg,137,21,118,184
105428.jpg,70,78,70,97
105429.jpg,122,40,156,216
105456.jpg,653,290,1087,1505
105498.jpg,730,39,172,238
105520.jpg,146,205,96,133
105525.jpg,60,112,247,342
105531.jpg,44,78,156,216
105557.jpg,101,80,146,202
105585.jpg,128,17,88,122
105587.jpg,48,23,47,65
105635.jpg,62,112,237,328
105636.jpg,84,67,172,238
105638.jpg,46,68,198,274
105661.jpg,52,91,203,281
105685.jpg,88,55,200,277
105692.jpg,24,75,229,317
105802.jpg,61,33,88,122
105833.jpg,91,101,203,281
105852.jpg,164,32,83,115
105865.jpg,305,1,125,173
105871.jpg,65,64,187,259
105887.jpg,55,59,83,115
105893.jpg,81,33,112,155
105896.jpg,29,16,96,133
105897.jpg,106,35,182,252
105922.jpg,100,131,260,360
105945.jpg,111,101,273,378
105966.jpg,30,79,208,288
105978.jpg,107,54,65,90
105979.jpg,143,62,125,173
105984.jpg,491,173,286,396
105994.jpg,21,66,192,266
106013.jpg,84,88,239,331
106015.jpg,108,60,166,230
106024.jpg,97,32,81,112
106105.jpg,68,90,208,288
106112.jpg,20,12,92,130
106132.jpg,53,61,143,197
106138.jpg,156,93,185,256
106156.jpg,114,35,68,94
106189.jpg,268,73,153,212
106212.jpg,247,122,125,173
106233.jpg,871,247,507,702
106248.jpg,63,99,164,227
106269.jpg,110,53,130,180
106275.jpg,195,25,114,158
106344.jpg,118,53,221,317
106365.jpg,570,124,239,331
106374.jpg,103,44,127,176
106443.jpg,53,20,68,94
106476.jpg,216,115,273,378
106480.jpg,107,115,187,259
106504.jpg,304,175,125,173
106521.jpg,283,212,96,133
106531.jpg,69,58,130,180
106551.jpg,103,58,294,450
106560.jpg,430,217,452,626
106567.jpg,216,72,164,227
106613.jpg,17,50,138,181
106639.jpg,114,50,122,169
106695.jpg,147,66,156,216
106767.jpg,277,143,356,493
106795.jpg,159,5,169,234
106817.jpg,140,129,65,90
106851.jpg,153,34,135,187
106860.jpg,204,81,294,407
106873.jpg,143,69,57,79
106875.jpg,61,73,257,356
106928.jpg,214,41,203,281
106935.jpg,46,20,127,176
106956.jpg,168,103,88,122
106996.jpg,74,39,107,148
107018.jpg,67,66,125,173
107029.jpg,266,159,195,270
107049.jpg,105,60,177,245
107057.jpg,122,46,114,158
107083.jpg,50,62,78,108
107092.jpg,100,93,135,187
107101.jpg,125,34,156,216
107130.jpg,198,132,229,317
107145.jpg,72,47,42,58
107172.jpg,103,89,268,347
107220.jpg,59,62,88,122
107224.jpg,49,70,114,158
107232.jpg,21,62,127,176
107234.jpg,246,16,159,220
107245.jpg,143,14,218,302
107252.jpg,297,96,104,144
107269.jpg,163,48,276,382
107277.jpg,78,3,135,187
107298.jpg,68,63,265,367
107331.jpg,120,46,96,133
107348.jpg,65,180,268,371
107376.jpg,202,112,195,270
107378.jpg,365,114,255,353
107419.jpg,61,23,81,112
107454.jpg,72,99,156,216
107486.jpg,139,72,195,270
107515.jpg,136,28,78,108
107567.jpg,153,61,127,176
107584.jpg,139,86,205,284
107605.jpg,66,119,143,198
107608.jpg,97,23,130,180
107624.jpg,248,41,101,140
107670.jpg,112,105,192,266
107687.jpg,53,31,101,140
107689.jpg,150,34,62,86
107707.jpg,102,106,260,360
107724.jpg,296,133,211,292
107739.jpg,64,62,198,274
107740.jpg,129,78,216,299
107749.jpg,65,57,169,234
107806.jpg,31,108,234,324
107808.jpg,23,28,138,191
107810.jpg,1681,480,1092,1512
107820.jpg,176,50,91,126
107831.jpg,171,38,148,205
107841.jpg,121,82,153,212
107856.jpg,12,43,114,158
107876.jpg,362,95,309,428
107895.jpg,89,28,88,122
107911.jpg,805,705,1261,1746
107914.jpg,48,37,112,155
107953.jpg,119,59,104,144
107965.jpg,80,58,187,259
107976.jpg,96,54,120,166
107988.jpg,119,54,159,220
107996.jpg,105,69,185,256
108014.jpg,233,183,75,104
108041.jpg,223,51,177,245
108082.jpg,174,126,499,691
108088.jpg,31,32,99,137
108108.jpg,41,87,260,360
108132.jpg,79,90,203,281
108143.jpg,160,50,114,158
108181.jpg,53,100,117,162
108192.jpg,167,70,172,238
108206.jpg,66,61,273,378
108241.jpg,115,126,169,234
108254.jpg,83,73,239,331
108270.jpg,116,96,138,191
108284.jpg,21,66,257,356
108332.jpg,45,50,198,266
108350.jpg,56,55,213,295
108388.jpg,83,90,216,299
108407.jpg,174,43,70,97
108414.jpg,990,68,161,223
108424.jpg,60,41,133,184
108441.jpg,40,45,140,194
108447.jpg,409,178,468,648
108475.jpg,195,67,265,367
108521.jpg,193,212,231,320
108546.jpg,57,31,133,184
108603.jpg,119,92,161,223
108646.jpg,188,110,660,914
108658.jpg,70,116,182,252
108665.jpg,382,380,304,421
108667.jpg,26,92,192,266
108669.jpg,52,79,81,112
108672.jpg,65,61,177,245
108674.jpg,148,97,146,202
108678.jpg,103,87,146,202
108680.jpg,129,110,221,306
108682.jpg,105,131,177,245
108688.jpg,172,51,127,176
108692.jpg,224,63,133,184
108706.jpg,138,91,182,252
108727.jpg,190,22,135,187
108744.jpg,82,46,70,97
108770.jpg,205,55,133,184
108775.jpg,301,286,406,562
108788.jpg,138,100,268,371
108807.jpg,427,127,530,745
108829.jpg,147,80,133,184
108846.jpg,34,51,55,76
108859.jpg,6,87,286,396
108866.jpg,151,175,514,763
108876.jpg,186,51,161,223
108879.jpg,367,60,114,158
108906.jpg,293,305,715,990
108921.jpg,178,72,130,180
108954.jpg,148,107,146,202
108964.jpg,315,49,315,436
108975.jpg,295,125,299,414
108977.jpg,261,45,114,158
109001.jpg,133,61,147,227
109017.jpg,152,80,62,86
109033.jpg,127,58,252,349
109050.jpg,264,80,75,104
109052.jpg,103,61,234,324
109053.jpg,1,38,302,356
109071.jpg,116,73,139,202
109101.jpg,74,50,133,184
109147.jpg,52,45,244,338
109152.jpg,73,111,120,166
109171.jpg,185,71,146,202
109259.jpg,36,44,122,169
109268.jpg,56,51,109,151
109280.jpg,86,33,172,238
109287.jpg,78,76,112,155
109297.jpg,59,50,73,101
109326.jpg,77,154,387,536
109342.jpg,64,55,216,313
109347.jpg,117,37,255,353
109360.jpg,33,57,91,126
109364.jpg,54,79,94,130
109371.jpg,198,52,99,137
109453.jpg,149,93,138,191
109455.jpg,61,44,75,104
109461.jpg,304,41,200,277
109480.jpg,119,44,153,212
109491.jpg,149,24,78,108
109500.jpg,357,219,517,688
109513.jpg,32,63,257,347
109517.jpg,152,81,247,342
109575.jpg,67,77,177,245
109581.jpg,43,84,101,140
109589.jpg,34,43,185,251
109591.jpg,98,80,161,223
109593.jpg,62,59,255,353
109598.jpg,132,53,99,137
109628.jpg,70,53,104,144
109644.jpg,70,77,146,202
109647.jpg,143,62,133,184
109650.jpg,81,86,117,162
109746.jpg,132,41,321,450
109760.jpg,106,57,70,97
109770.jpg,266,61,213,295
109799.jpg,190,116,216,299
109825.jpg,42,46,112,155
109859.jpg,223,75,88,122
109893.jpg,150,75,151,209
109990.jpg,543,595,408,565
110002.jpg,57,43,65,90
110022.jpg,427,49,382,529
110044.jpg,71,49,101,140
110071.jpg,235,65,88,122
110082.jpg,26,125,450,623
110096.jpg,148,47,216,299
110102.jpg,342,161,343,475
110123.jpg,98,96,187,259
110125.jpg,17,48,109,151
110184.jpg,120,28,70,97
110232.jpg,307,78,117,162
110280.jpg,245,115,60,83
110291.jpg,1108,60,156,216
110301.jpg,445,37,281,389
110303.jpg,175,146,148,205
110339.jpg,37,35,221,306
110357.jpg,261,68,99,137
110397.jpg,6,41,252,349
110489.jpg,170,67,122,169
110510.jpg,90,83,135,187
110550.jpg,117,126,159,220
110592.jpg,296,131,229,317
110616.jpg,127,35,174,241
110619.jpg,279,150,278,385
110652.jpg,197,13,109,151
110657.jpg,102,91,190,263
110667.jpg,59,92,185,256
110683.jpg,212,49,112,155
110691.jpg,65,43,205,284
110694.jpg,118,24,114,158
110719.jpg,67,16,99,137
110748.jpg,24,38,112,155
110800.jpg,88,115,226,313
110869.jpg,183,31,169,234
110890.jpg,78,156,273,378
110896.jpg,180,73,120,166
110936.jpg,103,65,161,223
110943.jpg,226,67,140,194
110950.jpg,61,25,42,58
110995.jpg,107,95,185,256
111027.jpg,100,64,107,148
111034.jpg,89,94,169,234
111065.jpg,85,39,114,158
111079.jpg,233,64,400,554
111092.jpg,178,76,127,176
111100.jpg,101,88,320,409
111130.jpg,83,29,62,86
111133.jpg,264,97,413,572
111148.jpg,569,268,515,713
111161.jpg,118,13,140,194
111208.jpg,74,81,260,360
111209.jpg,101,35,68,94
111211.jpg,223,180,278,385
111225.jpg,110,78,304,419
111243.jpg,69,82,153,212
111256.jpg,150,127,247,342
111279.jpg,457,72,211,292
111356.jpg,333,150,429,594
111387.jpg,70,66,177,245
111400.jpg,315,25,120,166
111434.jpg,24,136,195,270
111443.jpg,113,78,177,245
111476.jpg,269,53,153,212
111481.jpg,55,52,96,133
111486.jpg,237,268,296,410
